AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0114MM70295,SOUTHWARK,8,534220,176370,1,3 Pedestrian,2 Female,25-59,26,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114MM70296,SOUTHWARK,8,534070,175360,1,1 Driver/Rider,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70297,SOUTHWARK,8,531640,179700,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70299,SOUTHWARK,8,533660,178570,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70300,SOUTHWARK,8,533790,176770,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70301,SOUTHWARK,8,532500,176890,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70303,SOUTHWARK,8,532470,176970,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70304,SOUTHWARK,8,534010,174060,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70305,SOUTHWARK,8,534380,175470,1,3 Pedestrian,1 Male,25-59,51,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0114MM70306,SOUTHWARK,8,535170,176680,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70307,SOUTHWARK,8,534570,179490,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70308,SOUTHWARK,8,532250,178990,1,3 Pedestrian,2 Female,16-24,22,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70311,SOUTHWARK,8,531910,179040,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70312,SOUTHWARK,8,533380,180010,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70314,SOUTHWARK,8,533130,178130,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70315,SOUTHWARK,8,533270,176070,1,1 Driver/Rider,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70316,SOUTHWARK,8,532110,176990,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70317,SOUTHWARK,8,534320,177530,1,3 Pedestrian,2 Female,0-15,14,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0114MM70318,SOUTHWARK,8,531650,179470,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70319,SOUTHWARK,8,532420,174180,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70320,SOUTHWARK,8,532530,176720,1,3 Pedestrian,1 Male,0-15,4,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0114MM70321,SOUTHWARK,8,532540,176520,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70323,SOUTHWARK,8,534470,178610,1,2 Passenger,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70324,SOUTHWARK,8,532420,177470,1,2 Passenger,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70325,SOUTHWARK,8,533140,180140,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0114MM70326,SOUTHWARK,8,532940,176450,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0114MM70328,SOUTHWARK,8,532810,176690,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70331,SOUTHWARK,8,533000,177840,1,3 Pedestrian,2 Female,25-59,25,1,2 Serious,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0114MM70332,SOUTHWARK,8,533960,176450,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70333,SOUTHWARK,8,535160,176690,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70335,SOUTHWARK,8,533800,175290,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70335,SOUTHWARK,8,533800,175290,3,2 Passenger,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70335,SOUTHWARK,8,533800,175290,2,2 Passenger,2 Female,60+,82,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70336,SOUTHWARK,8,533960,176720,1,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70338,SOUTHWARK,8,534760,176230,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70339,SOUTHWARK,8,532480,178970,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70340,SOUTHWARK,8,535620,180180,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70342,SOUTHWARK,8,534130,176710,1,2 Passenger,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70343,SOUTHWARK,8,534390,178230,1,2 Passenger,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70344,SOUTHWARK,8,533850,171200,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70345,SOUTHWARK,8,532780,180320,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114MM70346,SOUTHWARK,8,534620,175440,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70347,SOUTHWARK,8,534350,177900,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70348,SOUTHWARK,8,533700,171640,1,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70349,SOUTHWARK,8,532670,175400,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70350,SOUTHWARK,8,534990,177430,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70353,SOUTHWARK,8,534750,177580,2,2 Passenger,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70353,SOUTHWARK,8,534750,177580,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70354,SOUTHWARK,8,533360,178560,1,2 Passenger,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70356,SOUTHWARK,8,533850,178170,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70357,SOUTHWARK,8,535060,179530,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70358,SOUTHWARK,8,534400,175560,1,3 Pedestrian,2 Female,60+,78,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70361,SOUTHWARK,8,533390,180010,1,3 Pedestrian,2 Female,25-59,26,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114MM70363,SOUTHWARK,8,532540,176760,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70364,SOUTHWARK,8,533780,176770,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70365,SOUTHWARK,8,533810,176660,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70366,SOUTHWARK,8,532740,176720,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70367,SOUTHWARK,8,533530,178400,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70368,SOUTHWARK,8,534460,176760,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70369,SOUTHWARK,8,534610,176100,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70370,SOUTHWARK,8,534720,174550,1,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70371,SOUTHWARK,8,532390,178090,1,3 Pedestrian,2 Female,25-59,26,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0114MM70373,SOUTHWARK,8,533530,179910,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114MM70374,SOUTHWARK,8,532410,178050,1,3 Pedestrian,2 Female,25-59,37,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114MM70375,SOUTHWARK,8,534920,177480,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70376,SOUTHWARK,8,534350,177900,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70377,SOUTHWARK,8,533200,180110,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70378,SOUTHWARK,8,532850,177770,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70379,SOUTHWARK,8,534320,177260,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70380,SOUTHWARK,8,533230,177980,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114MM70382,SOUTHWARK,8,532550,176730,1,2 Passenger,1 Male,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70383,SOUTHWARK,8,531650,180260,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70386,SOUTHWARK,8,532380,178960,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70387,SOUTHWARK,8,533640,178310,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70389,SOUTHWARK,8,532460,177280,1,1 Driver/Rider,2 Female,25-59,31,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70390,SOUTHWARK,8,532290,179600,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70391,SOUTHWARK,8,532360,179680,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70391,SOUTHWARK,8,532360,179680,1,2 Passenger,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70392,SOUTHWARK,8,532520,176720,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70393,SOUTHWARK,8,534500,177780,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70393,SOUTHWARK,8,534500,177780,2,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70394,SOUTHWARK,8,532730,178110,1,1 Driver/Rider,2 Female,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70396,SOUTHWARK,8,533160,178800,1,3 Pedestrian,1 Male,25-59,38,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70397,SOUTHWARK,8,533400,177090,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70398,SOUTHWARK,8,533760,178450,1,1 Driver/Rider,1 Male,60+,69,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70399,SOUTHWARK,8,532430,179750,1,2 Passenger,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70400,SOUTHWARK,8,532680,180200,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70402,SOUTHWARK,8,531870,177670,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70403,SOUTHWARK,8,531900,180260,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70404,SOUTHWARK,8,533740,178430,1,2 Passenger,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70407,SOUTHWARK,8,533550,176760,1,3 Pedestrian,2 Female,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70409,SOUTHWARK,8,534060,176690,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70411,SOUTHWARK,8,533190,175720,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70412,SOUTHWARK,8,533510,178420,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70414,SOUTHWARK,8,533590,176780,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70416,SOUTHWARK,8,533120,179210,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114MM70417,SOUTHWARK,8,531940,180340,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70418,SOUTHWARK,8,533430,176720,1,3 Pedestrian,2 Female,25-59,57,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114MM70419,SOUTHWARK,8,533200,178720,1,1 Driver/Rider,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70420,SOUTHWARK,8,534570,176950,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70422,SOUTHWARK,8,534440,175840,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70423,SOUTHWARK,8,531970,177550,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70424,SOUTHWARK,8,535290,179750,2,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70424,SOUTHWARK,8,535290,179750,3,2 Passenger,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114MM70424,SOUTHWARK,8,535290,179750,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70425,SOUTHWARK,8,534250,176310,1,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70427,SOUTHWARK,8,533810,175630,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70430,SOUTHWARK,8,533480,178480,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70432,SOUTHWARK,8,532550,175080,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70433,SOUTHWARK,8,534250,176300,1,2 Passenger,2 Female,60+,70,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70434,SOUTHWARK,8,532800,180260,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114MM70435,SOUTHWARK,8,533050,177430,1,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70436,SOUTHWARK,8,532940,177810,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70437,SOUTHWARK,8,532770,180310,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70438,SOUTHWARK,8,534440,175100,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70439,SOUTHWARK,8,532850,180280,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114MM70440,SOUTHWARK,8,532970,171810,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70440,SOUTHWARK,8,532970,171810,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70442,SOUTHWARK,8,534820,176770,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70443,SOUTHWARK,8,531640,178360,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70444,SOUTHWARK,8,532260,180150,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70445,SOUTHWARK,8,534070,178050,1,3 Pedestrian,1 Male,60+,82,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114MM70446,SOUTHWARK,8,535270,176100,1,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70448,SOUTHWARK,8,532160,179030,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70448,SOUTHWARK,8,532160,179030,2,3 Pedestrian,2 Female,16-24,24,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0114MM70449,SOUTHWARK,8,534510,176780,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70450,SOUTHWARK,8,532460,177900,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70451,SOUTHWARK,8,531730,178530,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70453,SOUTHWARK,8,535120,176710,1,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70454,SOUTHWARK,8,534410,175870,1,3 Pedestrian,2 Female,25-59,27,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70455,SOUTHWARK,8,533650,178580,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70457,SOUTHWARK,8,532570,178960,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70460,SOUTHWARK,8,535610,174520,2,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70460,SOUTHWARK,8,535610,174520,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70461,SOUTHWARK,8,534980,176720,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70462,SOUTHWARK,8,533670,179520,1,3 Pedestrian,1 Male,25-59,42,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0114MM70463,SOUTHWARK,8,532080,178820,1,2 Passenger,2 Female,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70464,SOUTHWARK,8,531920,179114,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70465,SOUTHWARK,8,535100,179550,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70466,SOUTHWARK,8,535060,174160,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70467,SOUTHWARK,8,532440,177930,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70468,SOUTHWARK,8,533370,176710,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70469,SOUTHWARK,8,533250,180070,2,3 Pedestrian,2 Female,25-59,28,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70469,SOUTHWARK,8,533250,180070,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70470,SOUTHWARK,8,534750,177080,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70471,SOUTHWARK,8,534470,173280,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70472,SOUTHWARK,8,534430,177300,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114MM70474,SOUTHWARK,8,532840,180250,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70475,SOUTHWARK,8,533300,178600,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70478,SOUTHWARK,8,532530,176600,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70480,SOUTHWARK,8,534110,179710,1,3 Pedestrian,2 Female,16-24,22,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70481,SOUTHWARK,8,535210,176680,1,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70482,SOUTHWARK,8,534780,175840,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114MM70483,SOUTHWARK,8,534080,178040,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70485,SOUTHWARK,8,531930,178840,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70486,SOUTHWARK,8,532410,178050,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70487,SOUTHWARK,8,532790,176700,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70488,SOUTHWARK,8,532130,178050,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114MM70491,SOUTHWARK,8,535480,179450,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70492,SOUTHWARK,8,531860,179990,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70493,SOUTHWARK,8,532600,178960,1,2 Passenger,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70494,SOUTHWARK,8,533970,176710,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70495,SOUTHWARK,8,532490,176910,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114MM70496,SOUTHWARK,8,533530,178420,1,1 Driver/Rider,1 Male,25-59,56,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114MM70498,SOUTHWARK,8,533760,176340,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114MM70498,SOUTHWARK,8,533760,176340,2,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
